Ti,V,Nb,Mo,Hf,Ta,W,System Type,System Size,PROP ST (K),PROP LT (K),PROP RT Density (g/cm3),PROP RT Elec Resi (ohm m),PROP RT Heat Cap (J/(mol K)),PROP RT Therm Cond (W/(mK)),PROP RT Therm Diff (m2/s),EQ 25C MAX BCC,EQ 25C MAX any,EQ 700C MAX BCC,EQ 800C MAX BCC,EQ 900C MAX BCC,EQ 1000C MAX BCC,EQ 1000C THCD (W/mK),Melting Point (°C)_Avg,Melting Point (°C)_Var,Sconf,Solidification Range (K),EQ 25C MAX NON-BCC,VASP-PAW-GGA LSE_Avg,VASP-PAW-GGA LSE_Var,SGTE LSE_Avg,SGTE LSE_Var,Allen EN_Avg,Allen EN_Var,Pauling EN_Avg,Pauling EN_Var,Density_Avg,Density_Var,Atomic Weight_Avg,Atomic Weight_Var,Valence e_Avg,Valence e_Var,IE_Avg,IE_Var,Specific Heat_Avg,Specific Heat_Var,Metallic Radius_Avg,Metallic Radius_Var,Shear Modulus_Avg,Shear Modulus_Var,Total Electrons_Avg,Total Electrons_Var,Atomic Planar Density_Avg,Atomic Planar Density_Var,C_11_Avg,C_11_Var,C_12_Avg,C_12_Var,C'_Avg,C'_Var,Bulk Modulus (GPa)_Avg,Bulk Modulus (GPa)_Var,Pugh Ratio
0.15,0.075,0.6,0.075,0.025,0.075,0.0,2,6,2481.859929,2639.136828,8.982549788,1.51e-08,24.58388665,16.55920966,6.9e-06,0.740745681,0.740745681,1,1,1,1,23.73560754,2358.475,364.9558184,1.266095471,157.276899,0.0,-0.70125,2.044700696,-1.43625,2.292405601,0.432,0.660810866,1.62025,0.163454696,8.62175,2.931444087,91.97405,34.65072743,6.3,4.178516483,663.7575,28.96846464,7.59,11.603228,42.525,65.02883495,47.85,22.19070751,40.05,13.35842431,4.350062523,6.674760642,27.825,48.49736462,57.675,102.3504733,-14.925,40.90576824,165.5,30.89902911,3.458725183
0.0,0.2,0.525,0.0,0.025,0.2,0.05,13,5,2480.967096,2707.86021,11.2071243,1.18e-08,24.59657025,9.839523244,3.88e-06,0.750222081,0.750222081,1,1,1,1,17.21892861,2512.75,409.2424556,1.224071199,226.893114,0.0,0.106,0.212,-0.7,1.4,0.306,0.612,1.6165,0.181762895,10.3465,4.168507857,108.8083,47.39437356,8.875,6.297568975,679.695,48.0280176,4.98,9.96,26.8,53.6,51.95,27.78214355,46.225,17.91017518,3.230118066,6.460236133,4.0,8.0,51.8,103.6,-23.9,47.8,179.5,34.34748899,3.455245428
0.225,0.0,0.4,0.0,0.05,0.3,0.025,14,5,2480.109784,2701.684823,10.64569325,2.4e-07,24.91206434,11.22262281,4.9e-06,0.725468081,0.725468081,1,1,1,1,16.35288306,2468.4,509.8692872,1.305339081,221.5750389999998,0.0,-1.23975,2.300878623,-1.35,2.505493963,0.3105,0.576263612,1.5605,0.145566995,10.58225,4.820665145,115.737975,53.23152874,10.0,6.935416354,689.545,50.15270157,5.8725,10.89889874,33.075,61.3846021,51.325,22.36670237,48.7,20.10994779,3.019575177,5.604094354,27.675,51.36262625,22.275,41.34065039,2.7,5.010987927,166.0,41.64132563,3.234291281
0.1,0.05,0.6,0.125,0.075,0.0,0.05,4,6,2480.097368,2634.089986,9.662303833,1.6e-08,24.50517088,30.92871022,1.28e-05,0.732713968,0.732713968,1,1,1,1,33.14875126,2414.95,359.7961888,1.290527341,153.9926179999998,0.0,-0.382,1.751165612,-1.23125,2.088500883,0.39825,0.647297797,1.681,0.262057246,9.13325,3.059758477,97.6499,35.1048411,6.75,4.592112803,663.11,26.6653033,6.8675,11.16065382,38.775,63.01051004,54.85,36.40710782,42.3,13.31390251,4.025759813,6.557956321,26.425,47.03981691,61.85,112.5909743,-17.7125,41.87733389,173.5,45.30728418,3.163172288
0.125,0.05,0.575,0.125,0.075,0.05,0.0,2,6,2479.969384,2639.76623,9.258635239,1.61e-08,24.58150814,18.83406645,7.98e-06,0.748366305,0.748366305,1,1,1,1,25.46816511,2374.475,330.277004,1.331900162,159.7968460000002,0.0,-0.51975,1.923893822,-1.38125,2.206798799,0.43275,0.661766528,1.6365,0.213571417,8.9015,2.746780434,96.379425,35.60393576,6.675,4.463112703,662.8275,24.82421185,7.52,11.49793895,42.45,64.90028891,50.4,27.352148,41.775,13.56924372,4.361268166,6.685469869,29.5,49.18333051,64.325,112.2918936,-17.4125,42.04579163,166.5,34.75269774,3.303571429
0.1,0.125,0.575,0.0,0.0,0.175,0.025,15,5,2479.89559,2660.540262,9.924196934,1.36e-08,24.64042876,11.79979786,4.87e-06,0.760611421,0.760611421,1,1,1,1,18.09211171,2443.35,421.7315823,1.205626829,180.6446719999999,0.0,-0.48475,1.684084302,-1.0375,2.01366426,0.32925,0.612084093,1.59925,0.129081128,9.5365,3.969319558,100.83765,43.85592993,7.725,5.709586237,674.625,43.81969164,5.7225,10.62427615,31.45,58.44910179,48.225,21.34418832,43.275,16.66881444,3.360857203,6.270595798,14.8,36.6586961,42.275,87.05199237,-13.7375,40.13368091,171.5,31.90219428,3.55624676
0.1,0.175,0.4,0.025,0.0,0.275,0.025,5,6,2479.874522,2704.025446,11.02546588,1.76e-08,24.70989669,8.915506724,3.52e-06,0.659884852,0.659884852,1,1,1,1,16.70424244,2472.65,474.065689,1.441259053,224.150924,0.0,-0.42975,1.712592315,-1.30375,2.092139679,0.4425,0.676988737,1.60475,0.159765257,10.26225,4.552312867,107.61995,51.31479751,9.15,6.513639536,686.26,49.7247363,7.57,11.56884177,41.625,63.66776559,53.825,24.04047369,45.6,19.50615288,4.543626097,6.974629502,18.425,38.97491982,63.025,105.7389445,-22.3,47.79079409,175.5,34.27462618,3.260566651
0.125,0.1,0.625,0.025,0.0,0.075,0.05,5,6,2479.360231,2634.742377,9.051477242,2.61e-07,24.55288985,18.05697073,7.66e-06,0.778021504,0.778021504,1,1,1,1,24.6717188,2410.575,420.2390919,1.220219608,155.3821459999999,0.0,-0.60725,1.867308206,-1.19125,2.153830527,0.36225,0.62844048,1.64,0.190814046,8.996,3.627715397,94.305825,37.71954892,6.7,4.817675788,667.685,37.05732417,6.355,11.01301389,35.25,61.13254043,50.175,29.34270565,40.9,14.44956747,3.667840175,6.385644826,20.0,42.50588195,46.075,90.79603171,-13.0375,39.2919183,172.25,39.90535678,3.432984554
0.2,0.1,0.3,0.0,0.0,0.4,0.0,59,4,2479.231406,2706.349193,10.86138397,1.37e-08,24.9176959,10.73206023,4.56e-06,0.780355342,0.780355342,1,1,1,1,16.44006585,2474.5,528.8467169,1.279854226,227.1177870000001,0.0,-1.049,2.236002907,-1.55,2.454078238,0.429,0.656451826,1.551,0.049081565,10.742,5.031412923,114.9194,56.55005419,10.4,7.031358332,696.88,52.41714987,7.71,11.7812945,42.8,65.46418868,52.5,13.7640837,48.2,21.50255799,4.299125857,6.604751869,26.6,48.56171331,45.7,81.11602801,-9.55,36.95432992,169.0,33.0,3.219047619
0.15,0.075,0.6,0.0,0.0,0.125,0.05,15,5,2478.801525,2645.945474,9.449220929,1.25e-08,24.62968303,14.43405506,6.11e-06,0.802191315,0.802191315,1,1,1,1,21.34101397,2427.875,448.2987948,1.195050216,167.1439490000002,0.0,-0.78675,1.988996465,-1.1625,2.228753856,0.32175,0.598083972,1.61875,0.174315626,9.319,4.030077419,98.55505,42.27122093,7.35,5.511578721,672.5225,42.03789652,5.7825,10.73521978,32.1,59.64595544,49.6,27.44977231,42.45,16.08718434,3.224344393,6.015191271,19.95,43.60444358,34.275,72.98252787,-7.1625,32.26944908,171.0,40.48456496,3.447580645
0.125,0.15,0.45,0.05,0.0,0.2,0.025,5,6,2478.590673,2677.504127,10.29592237,1.82e-08,24.6503793,10.93798221,4.35e-06,0.656904253,0.656904253,1,1,1,1,18.11569965,2429.75,457.7251768,1.467722836,198.913454,0.0,-0.55225,1.896614731,-1.4575,2.208918004,0.4755,0.68638892,1.624,0.179245642,9.65675,4.223625449,101.015875,47.00508222,8.1,5.948949487,679.095,45.25805426,8.2025,11.82845061,45.425,65.55260769,53.475,26.14955784,43.2,17.91535654,4.850609068,7.026760637,23.625,44.09347316,66.825,108.1151903,-21.6,47.21323967,173.5,36.09362825,3.244506779
0.275,0.0,0.475,0.0,0.0,0.2,0.05,33,4,2478.514495,2651.548043,9.618964248,2.44e-07,24.79071122,12.14952766,5.23e-06,0.725223073,0.725223073,1,1,1,1,19.26596926,2409.775,527.6687639,1.180304072,173.0335479999999,0.0,-1.51525,2.460293669,-1.65,2.679085665,0.3795,0.616189703,1.6015,0.178515405,9.60075,4.717340558,102.675775,49.25637999,8.275,6.32450591,681.6175,46.98855652,7.1775,11.65402264,40.425,65.63759879,52.0,27.61430789,43.825,18.72283031,3.690591883,5.992370793,33.825,54.92125613,27.225,44.20491347,3.3,5.35817133,166.5,46.23580863,3.201923077
0.05,0.2,0.5,0.025,0.0,0.15,0.075,5,6,2478.33601,2688.399446,10.13345912,1.53e-08,24.55070038,14.77108012,6.08e-06,0.732496196,0.732496196,1,1,1,1,19.58373054,2478.675,456.3647876,1.389307808,210.0634359999999,0.0,-0.141,1.259680118,-1.09125,1.841802361,0.41175,0.669241688,1.659,0.222573583,9.92825,4.313674123,102.364,46.33934869,8.2,6.009159675,678.1775,46.58143132,6.8875,11.1868268,37.625,61.14764407,56.025,33.76424699,43.75,17.62349284,4.276374149,6.96551432,12.775,30.80380455,64.55,110.3319877,-25.8875,49.60739455,181.5,41.98511641,3.239625167
0.075,0.15,0.575,0.0,0.0,0.15,0.05,15,5,2477.870775,2667.152799,10.05959807,1.32e-08,24.59179067,13.43888819,5.49e-06,0.765476742,0.765476742,1,1,1,1,19.22506353,2459.525,430.5755443,1.231389159,189.2820240000001,0.0,-0.33375,1.485851082,-0.975,1.893904697,0.333,0.618931337,1.623,0.173942519,9.64175,4.061716317,100.986775,43.89985811,7.775,5.746683826,674.6525,44.37194489,5.6925,10.56823986,31.125,57.83864949,50.6,27.50799884,43.325,16.68290667,3.429113609,6.393380769,12.225,32.32993002,46.275,93.03681731,-17.025,43.16233167,175.5,37.01013375,3.468379447
0.225,0.025,0.45,0.1,0.075,0.125,0.0,2,6,2477.780786,2665.824868,9.36081057,1.96e-08,24.7378213,14.04332982,6.03e-06,0.676070317,0.676070317,1,1,1,1,20.539831,2344.6,425.2205193,1.471631536,188.0440820000003,0.0,-1.1125,2.393814686,-1.8025,2.547448478,0.49575,0.676265065,1.60825,0.200310852,9.12125,3.699469683,99.451825,44.46159145,7.6,5.54436651,670.89,35.30197445,8.905,12.14720029,50.325,68.63249504,51.05,25.24178084,42.7,16.92955995,4.924297443,6.73236779,38.675,54.96152632,59.95,100.1131735,-10.6375,36.70796703,161.5,38.50649296,3.163565132
0.175,0.075,0.625,0.05,0.0,0.025,0.05,5,6,2477.266583,2612.047145,8.52219884,2.62e-07,24.53304293,25.28639147,1.07e-05,0.741915813,0.741915813,1,1,1,1,30.77162197,2360.95,422.1200037,1.184837148,134.7805619999999,0.0,-0.8675,2.155576199,-1.495,2.376941312,0.42975,0.657417248,1.65525,0.20604596,8.49075,3.288551647,88.776875,32.82864151,5.975,3.927387809,663.41,30.38733947,7.64,11.67833036,42.725,65.33681485,50.75,31.08838207,38.825,12.76104913,4.3103315,6.615660704,28.275,49.28843044,52.35,94.19621808,-12.0375,38.56072929,169.5,42.65852787,3.339901478
0.075,0.1,0.425,0.1,0.075,0.225,0.0,2,6,2477.09209,2702.789436,11.04740622,1.46e-08,24.70433517,9.962605763,4.08e-06,0.750498947,0.750498947,1,1,1,1,17.46950836,2477.425,391.7162166,1.548337537,225.6973459999999,0.0,-0.24625,1.540914805,-1.165,1.974848095,0.4035,0.655894618,1.6095,0.201568227,10.35525,3.911599409,111.864775,47.57327982,9.15,6.302975488,680.685,44.28867547,6.8575,11.14214718,38.325,62.28618928,53.925,25.50724162,47.4,17.91898435,4.1225416,6.71754751,21.725,42.48763791,64.525,114.0793556,-21.4,45.3,172.75,33.24060018,3.203523412
0.05,0.175,0.6,0.0,0.0,0.05,0.125,15,5,2476.902766,2674.771487,9.751055266,2.44e-07,24.46535443,22.09490629,9.18e-06,0.787967804,0.787967804,1,1,1,1,26.82548786,2482.45,463.8567101,1.171018423,197.8687209999998,0.0,-0.18275,1.238452638,-0.9125,1.763829286,0.33675,0.625681179,1.69225,0.254022514,9.675,4.264782527,99.0793,42.3402682,7.525,5.621332137,672.4075,43.82480683,5.6625,10.51181924,30.8,57.21983922,56.8,40.02136929,42.625,16.10696666,3.497370014,6.513136402,9.65,27.08002031,50.275,98.49695109,-20.3125,45.75637763,184.25,49.8942632,3.243838028
0.0,0.25,0.525,0.0,0.0,0.125,0.1,31,4,2476.239517,2691.209596,10.1904125,2.35e-07,24.49415373,16.26360624,6.68e-06,0.768774088,0.768774088,1,1,1,1,20.38189175,2497.25,453.5578105,1.175049726,214.9700790000002,0.0,0.1325,0.229496732,-0.875,1.515544457,0.3825,0.662509434,1.671,0.232796048,10.033,4.351961742,102.5139,46.30118853,8.25,6.036348234,677.2025,47.35680251,6.225,10.78201628,33.5,58.02370205,56.425,36.24630154,43.8,17.60852066,4.037647583,6.993410757,5.0,8.660254038,64.75,112.1502898,-29.875,51.74501788,185.25,43.18492214,3.283119185
0.075,0.2,0.4,0.05,0.0,0.275,0.0,28,5,2475.494973,2692.211127,11.02126741,1.82e-08,24.68341859,8.272330146,3.21e-06,0.628873021,0.628873021,1,1,1,1,16.48585774,2458.725,440.8012016,1.387481176,216.7161540000002,0.0,-0.25025,1.52824816,-1.3325,2.010116601,0.483,0.696969153,1.602,0.137389956,10.07625,4.274400945,105.499575,49.77880193,8.825,6.276493846,683.92,48.00278221,8.1425,11.74022759,44.775,64.59972426,52.875,19.95267839,44.825,18.94450778,4.987121879,7.215899027,18.475,37.7438654,74.825,115.8434045,-28.175,51.0747675,174.75,26.36166725,3.304964539
0.125,0.05,0.55,0.075,0.075,0.125,0.0,2,6,2475.326846,2655.09401,9.779033353,1.6e-08,24.67484562,13.30678202,5.67e-06,0.75094656,0.75094656,1,1,1,1,20.33567335,2407.675,368.2288954,1.386997424,179.7671639999999,0.0,-0.57675,1.890472676,-1.19875,2.162102203,0.35925,0.62297828,1.601,0.178924565,9.426,3.41841981,102.830525,41.97768901,7.675,5.497215204,669.385,35.63913965,6.315,10.94683858,35.5,61.5446992,48.625,22.91035519,44.125,15.8653514,3.610789412,6.278057025,24.25,46.36741852,48.725,97.49794549,-12.2375,37.22465371,165.75,33.00662812,3.40874036
0.1,0.175,0.475,0.125,0.0,0.125,0.0,28,5,2474.902792,2655.984396,9.302989242,1.75e-08,24.53127512,15.24855076,6.18e-06,0.693387768,0.693387768,1,1,1,1,20.30907296,2382.625,389.7647167,1.408747749,181.081604,0.0,-0.31575,1.774237706,-1.66875,2.15042692,0.5895,0.722979772,1.65675,0.194285711,8.94625,3.326690313,92.4444,38.48292593,6.775,4.644822386,670.1975,35.90581769,9.98,12.2320726,55.525,68.08303295,54.3,26.696629,40.075,14.83473542,6.044583604,7.435169012,28.925,46.09088169,94.225,126.5263782,-32.65,52.78685916,173.5,30.45898882,3.195211786
0.175,0.075,0.575,0.025,0.0,0.05,0.1,5,6,2474.859054,2633.635822,9.208325292,2.98e-07,24.55509085,21.05334146,8.89e-06,0.749463131,0.749463131,1,1,1,1,28.18080608,2418.05,489.4753799,1.289753287,158.7767680000002,0.0,-0.896,2.136295626,-1.40375,2.362477182,0.393,0.639070419,1.67675,0.246793309,9.186,4.208355261,95.448575,41.17421895,7.05,5.319539454,671.2225,40.63516019,7.0375,11.43268751,39.25,63.80233146,55.625,37.8257105,41.25,15.73332451,3.935092123,6.420964925,25.65,47.90905447,44.55,84.82421529,-9.45,35.70325615,175.75,51.95611129,3.159550562
0.3,0.025,0.4,0.025,0.0,0.25,0.0,28,5,2474.069233,2658.85244,9.420985889,1.71e-08,24.85064677,11.5062718,4.94e-06,0.691114213,0.691114213,1,1,1,1,17.87902699,2358.775,513.6509266,1.258725697,184.7832069999999,0.0,-1.61125,2.55957339,-1.97875,2.742965719,0.489,0.666891295,1.57175,0.103171883,9.34825,4.571991846,100.4323,50.33985329,8.225,6.238940214,682.11,45.86530715,9.055,12.3446537,50.925,69.43536113,49.825,16.77332331,42.875,19.20701369,4.805104371,6.564739534,40.025,56.76552101,43.975,71.53407842,-1.975,25.77036816,160.75,36.2206778,3.226292022
0.225,0.0,0.45,0.05,0.075,0.15,0.05,8,6,2473.942268,2666.424676,9.925287619,4.19e-07,24.77763445,14.04367076,6.12e-06,0.700462456,0.700462456,1,1,1,1,20.24662693,2412.225,486.8107172,1.473362073,192.4824080000003,0.0,-1.18275,2.344590569,-1.5325,2.533292078,0.384,0.623761974,1.615,0.231073581,9.83725,4.40853433,107.096525,48.79616252,8.65,6.346455704,677.9275,43.26495688,7.0775,11.4987714,40.025,65.0082639,53.65,31.6982255,45.55,18.45799285,3.770053931,6.129826126,32.925,53.58376037,37.875,75.08601318,-2.475,23.70415312,166.5,48.60812689,3.103448276
0.15,0.1,0.375,0.0,0.025,0.3,0.05,6,6,2473.360478,2726.610579,11.19274983,1.46e-08,24.80591223,9.932180246,4.12e-06,0.752334784,0.752334784,1,1,1,1,16.78893779,2502.1,513.1380808,1.485837918,253.2501010000001,0.0,-0.7735,1.99594658,-1.25,2.25,0.36,0.624619884,1.5945,0.186359196,10.79,4.900227036,115.05325,53.96260465,10.125,6.939695599,691.71,51.88191303,6.405,11.09767881,35.45,61.48371736,55.05,27.73350861,48.375,20.44099741,3.628109151,6.319555837,20.45,43.48732574,40.75,80.73219618,-10.15,36.6960829,174.5,43.24060592,3.169845595
0.125,0.075,0.45,0.0,0.05,0.275,0.025,6,6,2472.431108,2709.900415,11.0284481,1.46e-08,24.80501274,9.533182846,4e-06,0.75949311,0.75949311,1,1,1,1,16.02858853,2493.275,459.5099013,1.410557943,237.4693069999998,0.0,-0.649,1.842519742,-1.0125,2.09609011,0.28725,0.575417186,1.57125,0.14622222,10.60275,4.50789418,114.893475,51.05755747,9.75,6.748147894,686.0625,49.62971735,5.13,10.26328895,28.425,56.91963084,50.625,22.29090341,48.45,19.25610293,2.88883604,5.807832205,16.875,40.45193908,31.8,72.42209608,-7.4625,32.14544826,170.5,37.07762128,3.367901235
0.15,0.125,0.575,0.1,0.0,0.0,0.05,19,5,2472.244843,2613.394176,8.389143057,2.41e-07,24.46234164,32.97505683,1.38e-05,0.696004056,0.696004056,1,1,1,1,31.46840779,2346.625,410.0530263,1.242739825,141.1493329999998,0.0,-0.64625,2.073993355,-1.7025,2.316245615,0.54525,0.705028324,1.68875,0.2302519,8.349,3.02673983,85.75575,29.79343932,5.7,3.318132005,662.07,26.57474553,9.4375,12.19415203,52.7,68.12238986,54.375,34.29627349,37.65,11.74638242,5.532831417,7.178963163,31.45,49.32289022,78.425,115.9275393,-23.4875,48.23062921,172.75,43.41586692,3.177011494
0.075,0.1,0.65,0.0,0.025,0.075,0.075,6,6,2471.684475,2658.332746,9.907362413,1.08e-08,24.54882387,17.94645196,7.45e-06,0.817790147,0.817790147,1,1,1,1,24.98139519,2464.9,414.0336218,1.185299503,186.648271,0.0,-0.36025,1.474895738,-0.8,1.812456896,0.2565,0.557788266,1.6405,0.212225705,9.54425,3.861504168,100.894625,40.60897515,7.425,5.476712061,669.6525,40.35363669,4.4475,9.659787459,24.425,53.10079449,50.7,32.5247598,43.425,15.36536283,2.621584092,5.720083587,11.225,32.38324219,33.325,79.57775679,-11.05,36.28667111,175.75,43.29477451,3.466469428
0.3,0.0,0.4,0.0,0.0,0.275,0.025,33,4,2471.403135,2655.868806,9.871704314,2.43e-07,24.88111781,11.28827621,4.87e-06,0.700426529,0.700426529,1,1,1,1,17.60287272,2406.425,542.1061652,1.17495077,184.4656709999999,0.0,-1.653,2.524999208,-1.8,2.749545417,0.414,0.632395446,1.5735,0.132543389,9.838,4.915990846,105.87975,52.71328304,8.925,6.664786193,687.005,49.02959285,7.83,11.96052256,44.1,67.36386272,51.4,21.76556914,44.925,20.04293828,4.026100236,6.149969696,36.9,56.36568105,29.7,45.36749938,3.6,5.499090834,163.75,42.17152475,3.185797665
0.025,0.2,0.6,0.0,0.0,0.1,0.075,15,5,2471.223994,2662.252315,9.696036446,2.3e-07,24.50265001,16.86996688,7.03e-06,0.797522753,0.797522753,1,1,1,1,21.66369016,2468.25,420.3809433,1.14513349,191.0283210000002,0.0,-0.03175,0.902316152,-0.85,1.620956508,0.3405,0.632336738,1.6515,0.204787085,9.58525,3.95942293,99.011675,41.96400839,7.5,5.5,671.76,42.93421014,5.6325,10.45500807,30.475,56.59239679,52.275,32.3125266,42.6,15.97936169,3.565626419,6.630026851,7.075,20.2032021,54.275,103.5154548,-23.6,47.98635223,180.0,39.62322551,3.443328551
0.1,0.125,0.6,0.0,0.0,0.075,0.1,15,5,2471.002106,2657.593899,9.575641739,2.45e-07,24.53320496,18.63079977,7.84e-06,0.804641254,0.804641254,1,1,1,1,24.96280095,2460.225,465.3228174,1.221212623,186.5917930000001,0.0,-0.48475,1.684084302,-1.0375,2.01366426,0.32925,0.612084093,1.66625,0.233652386,9.5295,4.218414364,98.8533,42.37786117,7.45,5.59441686,672.5775,43.18359346,5.7225,10.62427615,31.45,58.44910179,54.35,36.48804599,42.55,16.12133679,3.360857203,6.270595798,14.8,36.6586961,42.275,87.05199237,-13.7375,40.13368091,179.0,48.15599651,3.293468261
0.125,0.125,0.525,0.0,0.0,0.1,0.125,15,5,2470.88617,2678.838046,9.939487992,2.58e-07,24.56614534,16.92730211,7.09e-06,0.786859451,0.786859451,1,1,1,1,23.36298501,2477.125,512.6249695,1.348336521,207.9518759999996,0.0,-0.6225,1.855429532,-1.1875,2.14967294,0.36375,0.631148507,1.68125,0.259154274,9.89675,4.674744585,102.201775,46.86228022,8.15,6.158530669,678.415,47.29465377,6.375,11.04589856,35.125,60.92503078,58.35,39.84629845,43.7,17.80056179,3.696365556,6.43857505,17.875,40.26921125,44.75,87.22205856,-13.4375,40.27983172,181.75,53.52044002,3.114824336
0.175,0.025,0.5,0.125,0.1,0.075,0.0,2,6,2470.755162,2644.005543,9.348711223,1.92e-08,24.67556582,16.69402758,7.2e-06,0.699089764,0.699089764,1,1,1,1,22.91167797,2355.6,371.9160389,1.428273944,173.2503810000003,0.0,-0.8085,2.19745711,-1.59375,2.394060032,0.4635,0.66863499,1.62275,0.221551207,9.08,3.203966292,99.517275,40.86938077,7.3,5.158488151,666.075,28.90904486,8.2025,11.83352203,46.45,66.99251824,51.05,27.51358755,42.85,15.52022874,4.628520114,6.691576655,35.15,52.91670341,62.8,107.7792188,-13.825,39.11658056,163.0,38.22302971,3.19294809
0.275,0.0,0.475,0.025,0.025,0.15,0.05,8,6,2470.491314,2646.161915,9.398478184,3.46e-07,24.76449475,13.5573817,5.85e-06,0.700283813,0.700283813,1,1,1,1,20.93325509,2380.325,510.9293194,1.32742846,175.6706010000003,0.0,-1.48675,2.484168259,-1.74125,2.683488576,0.41625,0.635978331,1.613,0.20320187,9.356,4.479033824,100.489275,47.53833497,7.925,6.051394467,677.1375,43.43173199,7.78,11.88800236,43.9,67.06929253,52.3,29.59239767,43.025,18.09072622,4.06583126,6.215317847,36.45,55.74493251,35.025,62.46698628,0.7125,17.51852145,165.0,47.5394573,3.154875717
0.1,0.175,0.5,0.1,0.0,0.075,0.05,5,6,2470.286873,2646.368579,9.143229432,3e-07,24.48887936,18.68047962,7.72e-06,0.689212495,0.689212495,1,1,1,1,23.32010568,2399.225,429.3164036,1.456166888,176.0817059999999,0.0,-0.34425,1.759721409,-1.5775,2.14184354,0.55275,0.714601244,1.68575,0.23271106,9.0355,3.65569689,92.5128,38.81526413,6.8,4.786439178,669.8425,37.12263385,9.3775,12.11471187,52.05,67.27627739,56.85,34.1083201,40.1,14.94456423,5.669344227,7.351536004,26.3,44.65097983,86.425,122.4107609,-30.0625,51.77755154,177.5,41.5782395,3.122251539
0.05,0.225,0.425,0.1,0.0,0.175,0.025,5,6,2469.662104,2673.537338,10.08478991,1.79e-08,24.54329495,13.92227692,5.58e-06,0.672879871,0.672879871,1,1,1,1,18.96549631,2441.7,423.4385552,1.476567182,203.8752340000001,0.0,-0.04225,1.307433531,-1.4525,1.94389911,0.56025,0.723969915,1.66125,0.21019262,9.657,3.943432008,99.1976,44.96963618,7.875,5.639980053,677.39,43.46884401,9.3175,12.03444821,51.4,66.41302583,57.025,29.61206469,42.525,17.17991196,5.805857038,7.517671159,21.15,38.7508387,94.425,128.0687096,-36.6375,54.30630575,179.5,33.46266576,3.147742218
0.05,0.175,0.45,0.1,0.025,0.2,0.0,2,6,2469.561141,2681.375053,10.7264011,1.55e-08,24.59671682,9.98915898,3.91e-06,0.69042862,0.69042862,1,1,1,1,17.82139744,2453.825,387.7983295,1.458502784,211.8139120000001,0.0,-0.06875,1.300921188,-1.2775,1.908924763,0.48375,0.697820491,1.63075,0.187088047,9.8335,3.765036886,103.36315,45.10693876,8.175,5.787432505,677.385,42.89190221,8.0725,11.63950144,44.7,64.47294006,54.075,24.97537537,44.175,17.13459585,4.998327521,7.22481828,20.15,39.02470371,81.475,123.795999,-30.6625,51.35445301,175.75,28.18576769,3.25011558
0.075,0.175,0.375,0.075,0.025,0.275,0.0,2,6,2469.31801,2704.628562,11.23267041,1.68e-08,24.69278735,8.453130869,3.31e-06,0.668130445,0.668130445,1,1,1,1,16.91850084,2470.45,434.2589636,1.508613309,235.3105519999999,0.0,-0.235,1.538963937,-1.33625,2.014292292,0.4815,0.694775323,1.60775,0.169963047,10.297,4.246596991,108.764375,50.24302874,9.175,6.390960413,684.915,47.61159811,8.1225,11.71231163,44.9,64.77684772,54.5,22.68920448,46.075,19.07142824,4.958596498,7.173844755,20.6,40.08977426,76.15,118.2210958,-27.775,50.41638499,175.0,29.49576241,3.211009174
0.15,0.1,0.5,0.075,0.025,0.15,0.0,2,6,2469.03146,2659.38782,9.659152569,1.66e-08,24.64628719,11.92706962,4.89e-06,0.703764506,0.703764506,1,1,1,1,19.36249485,2384.8,410.6669088,1.432460119,190.3563599999998,0.0,-0.688,2.050909798,-1.52375,2.302688307,0.47025,0.678735911,1.6135,0.166486486,9.16625,3.645311844,97.52825,42.49213603,7.35,5.3223585,671.895,38.3758254,8.2125,11.84474963,45.875,66.19297074,50.4,22.57852962,42.0,16.22498074,4.753827282,6.884594321,28.325,48.31065488,64.15,106.6012547,-17.9125,43.95663879,167.5,32.22964474,3.323412698
0.0,0.225,0.55,0.1,0.0,0.125,0.0,57,4,2468.966979,2639.43889,9.721959647,1.45e-08,24.4677581,15.82258913,6.3e-06,0.721721222,0.721721222,1,1,1,1,19.52380384,2431.525,329.9221868,1.1546214,170.4719110000001,0.0,0.23325,0.372500923,-1.1525,1.661398131,0.49125,0.708142597,1.65025,0.174032863,9.1895,3.066646336,94.774,36.91375493,6.85,4.601901781,668.6625,36.22282214,8.0125,11.54915987,44.05,63.49643691,52.1,24.73742105,41.05,14.17735871,5.134840332,7.406179985,15.0,31.10466203,89.475,129.6990724,-37.2375,53.829823,177.5,20.94636007,3.406909789
0.075,0.175,0.55,0.125,0.0,0.075,0.0,28,5,2468.742429,2632.925153,8.779160036,2.32e-07,24.46980238,18.38945659,7.63e-06,0.750513205,0.750513205,1,1,1,1,22.63616616,2375.85,345.9043618,1.282300246,164.1827240000002,0.0,-0.178,1.567460047,-1.51875,2.049990473,0.555,0.717338832,1.66325,0.190727391,8.644,2.74308476,89.168175,32.07611639,6.1,3.7,664.585,29.44128521,9.3275,12.0495433,51.85,67.00505578,52.6,26.76359468,38.95,12.50989608,5.709075251,7.397469484,25.85,43.75588532,91.75,127.3742026,-32.95,52.56588723,173.5,28.15581645,3.298479087
